,price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,fan,light,wardrobe,ac,bed,chimney,curtains,dining table,exhaust fan,geyser,modular kitchen,microwave,fridge,sofa,stove,tv,washing machine,water purifier,society,sector,city,landmarks
2085,0.75,3,2,3,0,mid,100.43,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global park,33,sohna,"['sector 55-56 metro', ' global city centre', ' gd goenka university', ' maharana pratap school', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon']"
2086,1.0,2,2,2,0,low,69.68,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,suncity vatsal valley,2,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' central plaza mall', ' central plaza mall', ' badshahpur sohna rd hwy', ' s lalita devi institute""']"
2087,0.4,2,2,3,0,low,55.23,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global superbia,95,gurgaon,"['huda metro station', 'huda metro station', 'huda metro station', ' v3s sapphire ninety mall', ' rps international school', ' rps international school', ' sgt university', ' esic hospital', ' indira gandhi intl airport', ' farrukh nagar railway station', ' farrukh nagar railway station', ' farrukh nagar railway station']"
2088,1.75,3,4,2,1,high,181.16,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,shree vardhman victoria,70,gurgaon,"['airia mall', ' golf course extn road', ' kunskapsskolan international', ' ektaa hospitals  main sohna rd', ' sanjeevani hospital - child specialist', ' federal bank sector 71', ' central bank of india sohna rd', ' axis bank', ' spaze palazo', ' golf course ext rd', ' vatika business park sohna rd', ' spaze itech park', ' spaze itech park', ' indianoil']"
2089,2.1,2,2,3,0,high,117.15,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m heights,65,gurgaon,"['rapid metro sector 56', ' m3m 65th avenue mall', ' golf course extension road', ' gurgaon - delhi expy', ' dps international school', ' dps international school', ' dpg institute of technology', ' park hospital', ' park hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' lemon tree hotel', ' skyjumper trampoline park', ' pvr drive in theatre']"
2090,2.5,3,3,1,0,low,143.91,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,smart world orchard,61,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' bestech central square mall', ' golf course ext road', ' badshahpur sohna rd hwy', ' orchids the international school', ' orchids the international school', ' sushant university', ' marengo asia hospitals', ' indira gandhi intl airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
2091,2.3,6,4,2,0,mid,330.36,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,karmyogi apartment,10,gurgaon,"['rajiv chowk mosque', ' gautam hospital', ' sai dental clinic', ' sai dental clinic', ' sai dental clinic', ' nutan dental hospital', ' nutan dental hospital', ' nutan dental hospital', ' harshila dental clinic', ' harshila dental clinic', ' harshila dental clinic', ' clove dental', ' clove dental', ' sunrise hospital gurgaon', ' yadav hospital gurgoan', ' shri ram dental clinic', ' shri ram dental clinic', ' shri ram dental clinic', ' bhanu dental care', ' bhanu dental care', ' dental xpert dental clinic', ' dental xpert dental clinic', ' dental xpert dental clinic', ' parmar dental clinic & lab', ' parmar dental clinic & lab', ' parmar dental clinic & lab', ' chandna dental surgery orthodontic and implant centre', ' chandna dental surgery orthodontic and implant centre', ' chandna dental surgery orthodontic and implant centre', ' the muskan dental clinic', ' the muskan dental clinic', ' the muskan dental clinic', ' rachna dental clinic', ' rachna dental clinic', ' rachna dental clinic', ' ayushman hospital and trauma centre', ' ayushman hospital and trauma centre', ' ayushman hospital and trauma centre', ' vaishnavi nursing home', ' mangalam hospital and heart centre gurgaon', ' mangalam hospital and heart centre gurgaon', ' ankur clinic and maternity home', ' navjeevan hospital and maternity centre', ' navjeevan hospital and maternity centre', ' rajendra hospital', ' kathuria hospital', ' parashar hospital', ' kamla hospital gurgaon', ' lal superspeciality hospital', ' shri gobind hospital', ' vinayak hospital gurgaon', ' smile plus dental clinic', ' smile plus dental clinic', ' smile plus dental clinic', ' tirath ram hospitals pvt ltd', ' sethi hospital gurgaon', ' nangia hospital ent and maternity', ' shubham hospital gurgaon', ' pasricha hospital and maternity home', ' rama hospital & nursing home', ' rama hospital & nursing home', ' satyam hospital gurgaon', ' dev man kathuria clinic', ' dr. madan clinic', ' airforce hospital', ' shri multispeciality hospital', ' swastik maternity and medical centre', ' swastik maternity and medical centre', ' thakral nursing and maternity home', ' chiranjiv hospital', ' taneja hospital', ' ibp petrol station', ' ibp petrol station', ' ibp petrol station']"
2092,1.8,3,4,0,0,high,176.52,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,emaar palm gardens,83,gurgaon,"['lante mall""']"
2093,2.0,3,3,2,1,low,143.91,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,smart world orchard,61,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' bestech central square mall', ' golf course ext road', ' badshahpur sohna rd hwy', ' orchids the international school', ' orchids the international school', ' sushant university', ' marengo asia hospitals', ' indira gandhi intl airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
2094,1.0,2,2,3,1,mid,142.14,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,supertech araville,79,gurgaon,"['petrol pump indian oil', 'petrol pump indian oil', 'petrol pump indian oil', ' petrol pump', ' petrol pump', ' rao dhaba']"
2095,0.9,3,3,3,0,high,147.44,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,orris aster court,85,gurgaon,"['proposed metro station', 'proposed metro station', ' dwarka expressway', ' domestic airport']"
2096,8.0,5,5,3,1,low,483.1,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf beverly park,25,gurgaon,"['vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', ' dlf phase 2 metro station', ' dlf phase 2 metro station', ' dlf phase 3 metro station', ' dlf phase 3 metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' sikandarpur metro station', ' sikandarpur metro station', ' shri shiv shakthi mandir', ' arya samaj mandir', ' central bank atm teste 001112', ' central bank atm teste 001112', ' central bank atm', ' central bank atm', ' kotak mahindra atm', ' citibank atm', ' citibank atm', ' abn amro bank atm', ' abn amro bank atm', ' axis bank atm', ' axis bank atm', ' surgi center clinic', ' surgi center clinic', ' kailash nursing home gurgaon', ' rbs dental clinic', ' rbs dental clinic', ' rbs dental clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' uma sanjeevani health centre and hospital', ' uma sanjeevani health centre and hospital', ' relief physiotherapy clinic', ' darpan skin & mind clinic', ' durga poly clinic', ' krishna family clinic', ' shri balaji medical store', ' shri balaji medical store', ' emaar business park', ' standard chartered bank', ' icici bank', ' deutsche bank', ' hsbc bank', ' kotak mahindra bank', ' axis bank', ' pvr cinames', ' mukesh dhaba']"
2097,0.95,2,2,1,0,high,86.4,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,aipl club residences,70,gurgaon,"['airia mall', ' golf corse ext. rd', ' national highway-48', ' national highway-48', ' indus world school', ' gurugram university', ' ananta hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' hyatt regency gurgaon', ' skyjumper trampoline park']"
2098,1.3,5,5,2,1,low,222.97,built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,surya vihar rwa,21,gurgaon,"['citibank atm', 'citibank atm', ' deepan hospital', ' transfer bus station', ' indian oil', ' icici bank', ' pvr cinames']"
2099,0.4,2,2,1,0,low,55.74,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,floor type society,10,gurgaon,"['hanuman mandir', ' sharma hospital gurgaon', ' rajiv memorial eye infirmary jacobpura', ' dr. ajay s. gupta clinic', ' aarvy hospital', ' rama hospital & nursing home', ' rama hospital & nursing home', ' pasricha hospital and maternity home', ' gupta hospital gurgaon', ' thakral nursing and maternity home', ' nangia hospital ent and maternity', ' ahooja eye and dental institute hospital', ' ahooja eye and dental institute hospital', ' ahooja eye and dental institute hospital', ' ahooja eye and dental institute hospital', ' ahooja eye and dental institute hospital', ' shubham hospital gurgaon', ' triveni hospital gurgaon', ' verma e.n.t. hospital', ' nova care clinic', ' sethi hospital gurgaon', ' my care clinic', ' tirath ram hospitals pvt ltd', ' m.s hospital', ' bindal clinic', ' vinayak hospital gurgaon', ' dental health centre', ' dental health centre', ' dental health centre', ' lall eye care centre', ' lall eye care centre', ' om charitable dental & implant centre', ' om charitable dental & implant centre', ' om charitable dental & implant centre', ' lall nursing and maternity home', ' swastik maternity and medical centre', ' swastik maternity and medical centre', ' kharbanda maternity and nursing home', ' dentecare - multispeciality dental clinic', ' dentecare - multispeciality dental clinic', ' dentecare - multispeciality dental clinic', ' satyam hospital gurgaon', ' parashar hospital', ' lalit dental care', ' lalit dental care', ' m goel hospital', ' kathuria hospital', ' chiranjiv hospital', ' kidney clinic', ' centre for sight gurgaon new railway road', ' centre for sight gurgaon new railway road', ' centre for sight gurgaon new railway road', ' lal superspeciality hospital', ' dev man kathuria clinic', ' shri gobind hospital', ' ravi clinic and health care centre', ' ravi clinic and health care centre', ' jackson hospital', ' dr. madan clinic', ' ibp petrol station', ' ibp petrol station', ' ibp petrol station', ' indian oil', ' punjab national bank', ' punjab national bank', ' govt sec school', ' dronacharya government college']"
2100,1.45,2,2,3,0,high,131.92,carpet,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m golf hills,79,gurgaon,"['petrol pump indian oil', 'petrol pump indian oil', 'petrol pump indian oil', ' petrol pump', ' petrol pump', ' rao dhaba']"
2101,1.25,3,3,3,0,mid,190.92,carpet,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global city,37,gurgaon,"['sapphire 83 mall sector 83', ' dwarka expressway', ' nh-8 delhi jaipur highway', ' dpgitm engineering college sector 34', ' genesis hospital sector 84', ' indira gandhi international airport', ' indira gandhi international airport', ' holiday inn hotel sector 90', ' holiday inn hotel sector 90', ' skyjumper trampoline park gurgaon', ' national tennis academy sector 98', ' national tennis academy sector 98']"
2102,4.49,4,4,3,0,low,292.64,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,adani brahma samsara vilasa,63,gurgaon,"['rapid metro station sector 56', 'rapid metro station sector 56', ' paras trinity mall sector 63', ' golf course ext rd', ' heritage xperiential learning school', ' kiit college of engineering sohna road', ' ck birla hospital', ' ck birla hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' aipl business club sector 62', ' doubletree by hilton hotel gurgaon', ' doubletree by hilton hotel gurgaon', ' de adventure park', ' teri golf course']"
2103,6.0,4,4,2,1,low,222.97,carpet,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf the grove,54,gurgaon,"['sector 53-54 metro station', 'sector 53-54 metro station', ' central plaza mall', ' central plaza mall', ' park dr', ' sushant university', ' unicosmos school', ' paras hospitals', ' indira gandhi intl airport']"
2104,1.53,3,3,3,0,low,132.85,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,suncity vatsal valley,2,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' central plaza mall', ' central plaza mall', ' badshahpur sohna rd hwy', ' s lalita devi institute""']"
2105,0.7,3,2,2,0,mid,123.19,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,sare green parc phase 3,92,gurgaon,"['huda metro station', 'huda metro station', 'huda metro station', ' delhi-jaipur expressway', ' management development institute', ' ajanta public school', ' the northcap university', ' fortis memorial research institute', ' indira gandhi intl airport', ' signature towers', ' crowne plaza gurgaon']"
2106,0.39,2,2,0,0,mid,55.74,super built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,pivotal devaan apartments,84,gurgaon,"['s.r.s. hospital and critical care unit', ' orris community center', ' orris community center', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' indian oil', ' essar petrol pump', ' essar petrol pump', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' pizza hut']"
2107,0.56,2,2,3,0,low,76.37,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global park,33,sohna,"['sector 55-56 metro', ' global city centre', ' gd goenka university', ' maharana pratap school', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon']"
2108,6.75,4,4,2,1,high,315.41,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,conscient elevate,59,gurgaon,"['rapid metro station sector 55', 'rapid metro station sector 55', ' paras trinity mall sector 63', ' golf course road', ' dps international school sector 50', ' dps international school sector 50', ' gurugram university sector 51', ' w pratiksha hospital sector 56', ' indira gandhi international airport', ' indira gandhi international airport', ' gurugram railway station', ' gurugram railway station', ' gurugram railway station', ' international tech park gurgaon', ' international tech park gurgaon', ' grand hyatt gurgaon', ' skyjumper trampoline park gurgaon', ' zen golf range & academy', ' zen golf range & academy', ' pvr drive in theatre']"
2109,0.99,3,2,3,0,low,101.36,built up,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global city 92,92,gurgaon,"['iris broadway mall', ' dwarka expressway', ' royal institute of science & management', ' rps international school', ' rps international school', ' imt manesar', ' aarvy healthcare hospital', ' aarvy healthcare hospital', ' indira gandhi intl airport', ' garhi harsaru junction', ' holiday inn sector 90']"
2110,1.4,2,2,3,0,high,130.06,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,godrej air,85,gurgaon,"['sapphire 83 mall', ' dwarka expy', ' euro international school', ' euro international school', ' sushant university', ' shri balaji’s multispeciality hospital', ' indira gandhi intl airport', ' garhi harsaru junction']"
2111,0.6,2,2,2,0,high,65.03,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,pyramid urban,67,gurgaon,"['airia mall', ' m3m cosmopolitan mall', ' delhi public school 67a', ' kiit college of engineering', ' ashoka international school', ' ashoka international school', ' pragyanam – school', ' de adventure park', ' hp petrol pump sohna rd', ' hp petrol pump sohna rd']"
2112,1.35,3,2,2,0,high,126.26,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,hero homes,104,gurgaon,"['basai metro station', 'basai metro station', ' huda market', ' dwarka expressway', ' kings international school', ' kings international school', ' aryan hospital', ' igi airport', ' gurugram railway station', ' gurugram railway station', ' gurugram railway station']"
2113,0.71,2,2,0,0,high,120.31,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,supertech araville,79,gurgaon,"['petrol pump indian oil', 'petrol pump indian oil', 'petrol pump indian oil', ' petrol pump', ' petrol pump', ' rao dhaba']"
2114,0.58,2,2,2,0,low,88.26,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,apna enclave,3,gurgaon,"[' chintapurni mandir', ' sheetla mata mandir', ' state bank atm', ' state bank atm', ' jiya clinic', ' dr. mittal clinic', ' chirag hospital pvt. ltd', ' s child care clinic""', ' ""mcdonald', ' lieutenant atul kataria school', ' st. michaels sr. sec. school', ' dronacharya government college', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
2115,1.14,3,3,2,1,low,132.2,carpet,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m soulitude,89,gurgaon,"[' dwarka expy', ' delh-ajmer expy', ' euro international school', ' euro international school', ' gurugram university', ' genesis hospital', ' indira gandhi intl airport', ' garhi harsaru junction']"
2116,1.69,3,3,3,0,high,171.41,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,on request,103,gurgaon,"['state bank atm', 'state bank atm', ' bhardwaj hospital', ' r k hospital gurgaon', ' shree krishna hospital gurgaon', ' prateek nursing home and polyclinic', ' prateek nursing home and polyclinic', ' chirag hospital pvt. ltd', ' esic hospital gurugram', ' kr dental hub', ' kr dental hub', ' indian bank', ' kotak bank', ' hdfc bank', ' pizza hut', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' basai dhankot railway station', ' basai dhankot railway station', ' basai dhankot railway station']"
2117,0.48,2,2,2,0,high,102.1,super built up,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,raheja maheshwara,33,sohna,"[' delhi public school', ' kiit college of engineering', ' rbsm public school', ' kingswood world school', ' medox hospital', ' malik parking yard', ' bhondsi nature park', ' ild mall']"
2118,1.99,2,2,2,0,high,125.33,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,shapoorji pallonji joyville gurugram,102,gurgaon,"[' the esplanade mall', ' dwarka expressway', ' delhi public school', ' sgt university', ' aryan hospital', ' indira gandhi int. airport', ' the executive centre', ' inde hotels & resorts', ' inde hotels & resorts', ' dlf golf and country club', ' dlf golf and country club']"
2119,2.5,4,4,3,1,low,325.16,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf 3 apartment,24,gurgaon,"['vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' dlf phase 3 metro station', ' dlf phase 3 metro station', ' dlf phase 2 metro station', ' dlf phase 2 metro station', ' micromax moulsari avenue metro station', ' micromax moulsari avenue metro station', ' shri shiv shakthi mandir', ' kotak mahindra atm', ' citibank atm', ' citibank atm', ' abn amro bank atm', ' abn amro bank atm', ' central bank atm teste 001112', ' central bank atm teste 001112', ' central bank atm', ' central bank atm', ' rbs dental clinic', ' rbs dental clinic', ' rbs dental clinic', ' darpan skin & mind clinic', ' kailash nursing home gurgaon', ' relief physiotherapy clinic', ' asha multispeciality clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' dental harbour', ' dental harbour', ' r.n clinic', ' shri ram memorial hospital', ' durga poly clinic', ' krishna family clinic', ' upkar clinic', ' surgi center clinic', ' surgi center clinic', ' uma sanjeevani health centre and hospital', ' uma sanjeevani health centre and hospital', ' shri balaji medical store', ' shri balaji medical store', ' emaar business park', ' standard chartered bank', ' icici bank', ' deutsche bank', ' mukesh dhaba']"
2120,0.75,2,2,2,0,mid,116.78,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,vipul lavanya,81,gurgaon,"['yadav clinic', ' bangali clinic', ' dr. j. s. sarkar clinic', ' orris community center', ' orris community center', ' hp petrol pump', ' hp petrol pump', ' vijay petrol pump', ' vijay petrol pump', ' petrol pump', ' petrol pump', ' essar petrol pump', ' essar petrol pump', ' petrol pump maitri motors', ' petrol pump maitri motors', ' petrol pump maitri motors', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' indian oil', ' ""mcdonald']"
2121,2.5,3,3,3,0,mid,208.47,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,godrej 101,79,gurgaon,"[' euro international school', ' euro international school', ' gurugram university', ' indira gandhi intl airport', ' heritage village resort & spa', ' heritage village resort & spa', ' nakhrola stadium']"
2122,0.58,2,2,2,0,low,76.37,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global park,33,sohna,"['sector 55-56 metro', ' global city centre', ' gd goenka university', ' maharana pratap school', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' vardaan hospital and trauma centre', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon', ' garhi harsaru railway station gurgaon']"
2123,0.64,2,2,1,0,low,126.35,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,ansal heights 86,86,gurgaon,"['iris broadway mall', ' delhi jaipur expressway', ' shishu kalyan senior secondary school', ' aarvy healthcare hospital', ' aarvy healthcare hospital']"
2124,1.2,3,3,3,0,high,169.27,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,umang winter hills,77,gurgaon,"['entertainland mall', ' delhi jaipur expressway', ' jhankar senior secondary school', ' singhania university', ' miracles apollo hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru junction', ' eros corporate park', ' hyatt regency gurgaon', ' aravalli hills']"
2125,0.93,3,3,3,0,high,147.44,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,orris aster court,85,gurgaon,"['proposed metro station', 'proposed metro station', ' dwarka expressway', ' domestic airport']"
2126,0.8,2,2,3,0,high,109.63,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,supertech hues,68,gurgaon,"[' icici bank atm', ' icici bank atm', ' kamal hospital and maternity centre', ' kamal hospital and maternity centre', ' gobind hospital', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sanjeevani hospital gurgaon', ' sai dharamraj hospital', ' sai heart and trauma center', ' sai heart and trauma center', ' ekta hospital', ' divine look clinic centre', ' divine look clinic centre', ' kore tech park', ' spaze business park', ' spaze business park', ' icici bank', ' state bank of india', ' union bank of india', ' central bank of india', ' indusind bank', ' hdfc bank', ' srs cinemas', ' starbucks']"
2127,0.31,1,1,1,0,high,38.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global synera,81,gurgaon,"['sapphire 83 mall', ' delhi jaipur expressway', ' dwarka expressway', ' bharat ram global school', ' singhania university', ' aarvy healthcare hospital', ' aarvy healthcare hospital', ' garhi harsaru junction', ' holiday inn gurugram sector 90']"
2128,0.8,3,2,1,0,mid,91.97,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,"new colony, gurgaon",7,gurgaon,"['geeta nursing home gurgaon', ' chiranjiv hospital', ' taneja hospital', ' dr. madan clinic', ' pearl dental clinic', ' pearl dental clinic', ' pearl dental clinic', ' swastik maternity and medical centre', ' swastik maternity and medical centre', ' dev man kathuria clinic', ' ravi clinic and health care centre', ' ravi clinic and health care centre', ' aryan hospital', ' bindal clinic', ' m.s hospital', ' my care clinic', ' d.r. rajnis gupta clinic', ' satyam hospital gurgaon', ' triveni hospital gurgaon', ' sparsh hospital gurgaon', ' sparsh hospital gurgaon', ' bhatnagar maternity and nursing home', ' shri gobind hospital', ' gurgaon eye centre', ' gurgaon eye centre', ' dr. ajay s. gupta clinic', ' lal superspeciality hospital', ' centre for sight gurgaon new railway road', ' centre for sight gurgaon new railway road', ' centre for sight gurgaon new railway road', ' kidney clinic', ' kharbanda maternity and nursing home', ' gupta hospital gurgaon', ' navjeevan hospital and maternity centre', ' navjeevan hospital and maternity centre', ' dentecare - multispeciality dental clinic', ' dentecare - multispeciality dental clinic', ' dentecare - multispeciality dental clinic', ' lall eye care centre', ' lall eye care centre', ' om charitable dental & implant centre', ' om charitable dental & implant centre', ' om charitable dental & implant centre', ' lalit dental care', ' lalit dental care', ' lall nursing and maternity home', ' tirath ram hospitals pvt ltd', ' ankur clinic and maternity home', ' m goel hospital', ' shubham hospital gurgaon', ' verma e.n.t. hospital', ' sethi hospital gurgaon', ' nova care clinic', ' dental health centre', ' dental health centre', ' dental health centre', ' rajiv memorial eye infirmary jacobpura', ' pasricha hospital and maternity home', ' sharma hospital gurgaon', ' state bank of india', ' hdfc bank', ' pizza hut', ' st. michaels sr. sec. school', ' dronacharya government college']"
2129,0.7,2,2,1,0,high,54.91,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,pyramid urban,67,gurgaon,"['airia mall', ' m3m cosmopolitan mall', ' delhi public school 67a', ' kiit college of engineering', ' ashoka international school', ' ashoka international school', ' pragyanam – school', ' de adventure park', ' hp petrol pump sohna rd', ' hp petrol pump sohna rd']"
2130,1.5,4,3,3,0,high,171.87,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,oriental valley chs,9,gurgaon,"['chintapurni mandir', ' state bank atm', ' state bank atm', ' esic hospital gurugram', ' shri multispeciality hospital', ' shree krishna hospital gurgaon', ' taneja hospital', ' pearl dental clinic', ' pearl dental clinic', ' pearl dental clinic', ' kr dental hub', ' kr dental hub', ' ankur clinic and maternity home', ' dr. madan clinic', ' navjeevan hospital and maternity centre', ' navjeevan hospital and maternity centre', ' prateek nursing home and polyclinic', ' prateek nursing home and polyclinic', ' dev man kathuria clinic', ' mangalam hospital and heart centre gurgaon', ' mangalam hospital and heart centre gurgaon', ' shri gobind hospital', ' lal superspeciality hospital', ' satyam hospital gurgaon', ' chiranjiv hospital', ' kamla hospital gurgaon', ' geeta nursing home gurgaon', ' swastik maternity and medical centre', ' swastik maternity and medical centre', ' aryan hospital', ' bhanu dental care', ' bhanu dental care', ' tirath ram hospitals pvt ltd', ' gurgaon eye centre', ' gurgaon eye centre', ' ravi clinic and health care centre', ' ravi clinic and health care centre', ' jain sant phool chand ji charitable hospital', ' bindal clinic', ' d.r. rajnis gupta clinic', ' my care clinic', ' m.s hospital', ' sarvodya hospital', ' yadav hospital gurgoan', ' triveni hospital gurgaon', ' sethi hospital gurgaon', ' shubham hospital gurgaon', ' rachna dental clinic', ' rachna dental clinic', ' rachna dental clinic', ' kathuria hospital', ' parashar hospital', ' parmar dental clinic & lab', ' parmar dental clinic & lab', ' parmar dental clinic & lab', ' hdfc bank', ' kotak bank', ' indian bank', ' state bank of india', ' pizza hut', ' st. michaels sr. sec. school', ' basai dhankot railway station', ' basai dhankot railway station', ' basai dhankot railway station']"
2131,0.4,1,1,1,0,mid,36.42,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,avl 36 gurgaon,36,gurgaon,"['s.r.s. hospital and critical care unit', ' shri balaji hospital and trauma center', ' shri balaji hospital and trauma center', ' shri balaji hospital and trauma center', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump ibp', ' petrol pump ibp', ' petrol pump indian oil', ' petrol pump indian oil', ' petrol pump indian oil']"
2132,1.1,3,1,0,0,low,102.47,built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,smart world gems,89,gurgaon,"['sant soordas sihi metro station', 'sant soordas sihi metro station', ' airia mall', ' dwarka expressway', ' kmp expressway', ' rps international school', ' rps international school', ' genesis hospital sector 84', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' vatika business park sector 49', ' holiday inn gurugram sector 90', ' de adventure amusement park', ' national tennis academy sector 98', ' national tennis academy sector 98', ' imt manesar']"
